threat_id,latitude,longitude,village_id,threat_type,severity,date,description,image_filename,resolved
ENV0923,19.858611,74.448178,VLG031,Fire,Critical,2024-07-15,Identified during river patrol,ENV0923.jpg,False
ENV0924,19.890708,74.542847,VLG053,Pesticide Runoff,Critical,2023-08-08,Identified during river patrol,ENV0924.jpg,True
ENV0925,19.875954,74.503044,VLG007,Plastic Waste,High,2022-12-28,Observed during field survey,ENV0925.jpg,True
ENV0926,19.886445,74.354561,VLG013,Sewage Discharge,Critical,2019-06-23,Observed during field survey,ENV0926.jpg,False
ENV0927,19.817816,74.35152,VLG078,Fire,Critical,2024-02-22,Flagged via citizen report app,ENV0927.jpg,False
ENV0928,19.926051,74.534259,VLG056,Encroachment,Low,2021-07-29,Reported by local resident,ENV0928.jpg,False
ENV0929,19.893276,74.504745,VLG030,Invasive Species,Critical,2019-08-03,Noted by forest officer,ENV0929.jpg,False
ENV0930,19.930826,74.374637,VLG037,Illegal Tree Cutting,Low,2024-11-24,Reported by local resident,ENV0930.jpg,False
ENV0931,19.880884,74.442015,VLG092,Illegal Tree Cutting,Low,2022-01-22,Observed during field survey,ENV0931.jpg,False
ENV0932,19.93613,74.371007,VLG041,Pesticide Runoff,Low,2019-08-09,Observed during field survey,ENV0932.jpg,True
ENV0933,19.949101,74.514193,VLG048,Plastic Waste,High,2018-08-18,Identified during river patrol,ENV0933.jpg,True
ENV0934,19.827308,74.501712,VLG056,Sewage Discharge,Critical,2018-06-25,Reported by local resident,ENV0934.jpg,False
ENV0935,19.84803,74.475721,VLG020,Soil Erosion,High,2025-04-10,Flagged via citizen report app,ENV0935.jpg,False
ENV0936,19.899823,74.482782,VLG029,Sewage Discharge,High,2020-11-09,Flagged via citizen report app,ENV0936.jpg,False
ENV0937,19.904076,74.569336,VLG053,Soil Erosion,Critical,2023-12-05,Flagged via citizen report app,ENV0937.jpg,True
ENV0938,19.885208,74.486043,VLG078,Water Pollution,Critical,2022-07-12,Observed during field survey,ENV0938.jpg,False
ENV0939,19.879199,74.50504,VLG018,Invasive Species,Critical,2023-10-24,Noted by forest officer,ENV0939.jpg,True
ENV0940,19.911788,74.408689,VLG049,Plastic Waste,High,2024-03-19,Identified during river patrol,ENV0940.jpg,False
ENV0941,19.918483,74.494821,VLG060,Encroachment,High,2023-11-07,Flagged via citizen report app,ENV0941.jpg,False
ENV0942,19.847971,74.363138,VLG047,Sand Mining,Low,2025-07-11,Identified during river patrol,ENV0942.jpg,True
ENV0943,19.946769,74.537816,VLG005,Illegal Tree Cutting,Low,2020-08-27,Flagged via citizen report app,ENV0943.jpg,True
ENV0944,19.874694,74.469056,VLG090,Encroachment,High,2020-10-21,Noted by forest officer,ENV0944.jpg,True
ENV0945,19.869338,74.505597,VLG022,Pesticide Runoff,Moderate,2025-07-31,Reported by local resident,ENV0945.jpg,True
ENV0946,19.82572,74.49824,VLG043,Encroachment,Low,2022-01-27,Flagged via citizen report app,ENV0946.jpg,False
ENV0947,19.868357,74.520884,VLG042,Soil Erosion,Critical,2021-07-23,Flagged via citizen report app,ENV0947.jpg,True
ENV0948,19.838241,74.429304,VLG019,Pesticide Runoff,Critical,2022-11-03,Noted by forest officer,ENV0948.jpg,True
ENV0949,19.935174,74.377751,VLG089,Sand Mining,Moderate,2019-05-15,Noted by forest officer,ENV0949.jpg,False
ENV0950,19.925298,74.469265,VLG081,Sewage Discharge,Moderate,2022-08-03,Flagged via citizen report app,ENV0950.jpg,False
ENV0951,19.846488,74.406406,VLG088,Plastic Waste,Critical,2021-07-31,Flagged via citizen report app,ENV0951.jpg,True
ENV0952,19.948496,74.375381,VLG025,Sand Mining,Critical,2021-05-31,Identified during river patrol,ENV0952.jpg,False
ENV0953,19.889131,74.364957,VLG085,Invasive Species,Critical,2016-09-05,Observed during field survey,ENV0953.jpg,False
ENV0954,19.923021,74.571637,VLG007,Pesticide Runoff,Moderate,2021-09-05,Reported by local resident,ENV0954.jpg,False
ENV0955,19.902994,74.545487,VLG020,Soil Erosion,Critical,2018-07-25,Reported by local resident,ENV0955.jpg,False
ENV0956,19.920374,74.563649,VLG048,Plastic Waste,High,2025-04-21,Reported by local resident,ENV0956.jpg,True
ENV0957,19.843131,74.461081,VLG089,Pesticide Runoff,Critical,2023-01-04,Noted by forest officer,ENV0957.jpg,True
ENV0958,19.936033,74.479893,VLG031,Encroachment,Critical,2025-11-08,Noted by forest officer,ENV0958.jpg,False
ENV0959,19.915134,74.413074,VLG067,Sand Mining,Low,2020-09-02,Identified during river patrol,ENV0959.jpg,False
ENV0960,19.921792,74.537587,VLG019,Water Pollution,Low,2022-09-18,Identified during river patrol,ENV0960.jpg,False
ENV0961,19.878989,74.377317,VLG038,Fire,Critical,2017-01-29,Identified during river patrol,ENV0961.jpg,True
ENV0962,19.857502,74.534628,VLG058,Pesticide Runoff,Critical,2021-05-25,Noted by forest officer,ENV0962.jpg,False
ENV0963,19.851779,74.55372,VLG024,Water Pollution,Low,2018-03-25,Observed during field survey,ENV0963.jpg,False
ENV0964,19.826275,74.50147,VLG014,Water Pollution,High,2024-05-13,Noted by forest officer,ENV0964.jpg,True
ENV0965,19.933628,74.524044,VLG077,Sand Mining,Low,2023-06-19,Reported by local resident,ENV0965.jpg,False
ENV0966,19.849981,74.444506,VLG069,Pesticide Runoff,Low,2018-07-02,Reported by local resident,ENV0966.jpg,True
ENV0967,19.870484,74.575195,VLG099,Fire,Moderate,2025-02-26,Observed during field survey,ENV0967.jpg,False
ENV0968,19.811905,74.485974,VLG019,Encroachment,Moderate,2021-05-14,Reported by local resident,ENV0968.jpg,False
ENV0969,19.836291,74.406476,VLG036,Water Pollution,Critical,2016-11-16,Reported by local resident,ENV0969.jpg,False
ENV0970,19.84244,74.461964,VLG097,Encroachment,Low,2022-03-17,Reported by local resident,ENV0970.jpg,False
ENV0971,19.878277,74.590871,VLG089,Sewage Discharge,Moderate,2021-01-02,Observed during field survey,ENV0971.jpg,True
ENV0972,19.84265,74.520108,VLG099,Plastic Waste,High,2020-03-07,Identified during river patrol,ENV0972.jpg,True
ENV0973,19.823077,74.526809,VLG003,Water Pollution,Moderate,2018-04-06,Flagged via citizen report app,ENV0973.jpg,False
ENV0974,19.819445,74.597411,VLG067,Encroachment,High,2016-11-27,Flagged via citizen report app,ENV0974.jpg,False
ENV0975,19.915477,74.393052,VLG007,Pesticide Runoff,Critical,2022-10-01,Noted by forest officer,ENV0975.jpg,False
ENV0976,19.893052,74.554937,VLG059,Sand Mining,High,2018-10-12,Observed during field survey,ENV0976.jpg,False
ENV0977,19.863328,74.397252,VLG076,Fire,Moderate,2021-10-03,Reported by local resident,ENV0977.jpg,False
ENV0978,19.89459,74.597859,VLG014,Plastic Waste,High,2020-04-12,Reported by local resident,ENV0978.jpg,True
ENV0979,19.931958,74.456255,VLG023,Fire,Moderate,2020-09-27,Noted by forest officer,ENV0979.jpg,True
ENV0980,19.891562,74.396435,VLG045,Illegal Tree Cutting,Critical,2021-06-06,Noted by forest officer,ENV0980.jpg,False
ENV0981,19.836072,74.451751,VLG009,Soil Erosion,Low,2016-11-05,Reported by local resident,ENV0981.jpg,False
ENV0982,19.84152,74.413771,VLG064,Fire,Low,2025-05-16,Noted by forest officer,ENV0982.jpg,False
ENV0983,19.845676,74.436688,VLG100,Invasive Species,High,2018-03-05,Noted by forest officer,ENV0983.jpg,True
ENV0984,19.888529,74.526528,VLG020,Soil Erosion,High,2020-11-22,Flagged via citizen report app,ENV0984.jpg,True
ENV0985,19.919337,74.584659,VLG071,Water Pollution,Moderate,2023-05-22,Flagged via citizen report app,ENV0985.jpg,False
ENV0986,19.92894,74.588508,VLG034,Fire,Moderate,2025-07-18,Reported by local resident,ENV0986.jpg,False
ENV0987,19.901709,74.467956,VLG002,Sewage Discharge,Moderate,2025-10-12,Identified during river patrol,ENV0987.jpg,True
ENV0988,19.886771,74.363064,VLG071,Water Pollution,Low,2026-02-21,Flagged via citizen report app,ENV0988.jpg,False
ENV0989,19.909923,74.438471,VLG050,Fire,High,2020-10-18,Flagged via citizen report app,ENV0989.jpg,False
ENV0990,19.921721,74.577108,VLG055,Soil Erosion,Low,2024-07-13,Noted by forest officer,ENV0990.jpg,True
ENV0991,19.840606,74.382129,VLG065,Sewage Discharge,Moderate,2021-08-12,Reported by local resident,ENV0991.jpg,False
ENV0992,19.833312,74.571041,VLG053,Pesticide Runoff,Low,2023-03-30,Noted by forest officer,ENV0992.jpg,False
ENV0993,19.853638,74.58465,VLG076,Encroachment,Critical,2023-12-29,Noted by forest officer,ENV0993.jpg,True
ENV0994,19.933359,74.511349,VLG080,Plastic Waste,Low,2017-12-23,Reported by local resident,ENV0994.jpg,True
ENV0995,19.884408,74.53297,VLG044,Invasive Species,Low,2022-12-24,Identified during river patrol,ENV0995.jpg,False
ENV0996,19.865158,74.388281,VLG041,Invasive Species,Low,2020-12-11,Noted by forest officer,ENV0996.jpg,False
ENV0997,19.934495,74.593662,VLG014,Pesticide Runoff,Critical,2020-12-31,Noted by forest officer,ENV0997.jpg,True
ENV0998,19.874621,74.472822,VLG007,Soil Erosion,Critical,2020-03-23,Noted by forest officer,ENV0998.jpg,True
ENV0999,19.838189,74.507111,VLG009,Water Pollution,High,2023-08-04,Flagged via citizen report app,ENV0999.jpg,False
ENV1000,19.834064,74.381975,VLG044,Illegal Tree Cutting,High,2024-01-12,Identified during river patrol,ENV1000.jpg,False
