species_id,common_name,scientific_name,kingdom,phylum,class,order,family,genus,species,category,iucn_status,habitat,endemic,invasive,medicinal,pollinator,nocturnal,flowering_season,breeding_season,diet,average_lifespan_years,conservation_status,description,image_filename
SP0287,Rosy Barb,Pethia conchonius,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Pethiaidae,Pethia,conchonius,Fish,Least Concern,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Herbivore,13,Increasing,"Rosy Barb (Pethia conchonius) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0287_Pethia_conchonius.jpg
SP0288,Zebra Danio,Danio rerio,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Danioidae,Danio,rerio,Fish,Endangered,Godavari River,False,False,False,False,False,N/A,Jun-Sep,Herbivore,14,Under Watch,"Zebra Danio (Danio rerio) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0288_Danio_rerio.jpg
SP0289,Flying Barb,Esomus danricus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Esomusidae,Esomus,danricus,Fish,Vulnerable,Pond,False,False,False,False,False,N/A,Jun-Sep,Herbivore,15,Under Watch,"Flying Barb (Esomus danricus) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0289_Esomus_danricus.jpg
SP0290,Bata,Labeo bata,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Labeoidae,Labeo,bata,Fish,Least Concern,Canal,False,False,False,False,False,N/A,Sep-Dec,Herbivore,6,Stable,"Bata (Labeo bata) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0290_Labeo_bata.jpg
SP0291,Reba,Cirrhinus reba,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Cirrhinusidae,Cirrhinus,reba,Fish,Vulnerable,Pond,False,True,False,False,False,N/A,Sep-Dec,Herbivore,2,Stable,"Reba (Cirrhinus reba) is a fish species recorded in the Kopargaon region, typically associated with canal habitat.",SP0291_Cirrhinus_reba.jpg
SP0292,Freshwater Eel,Anguilla bengalensis,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Anguillaidae,Anguilla,bengalensis,Fish,Least Concern,Reservoir,False,False,False,False,False,N/A,Dec-Feb,Omnivore,4,Stable,"Freshwater Eel (Anguilla bengalensis) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0292_Anguilla_bengalensis.jpg
SP0293,Orange Chromide,Etroplus maculatus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Etroplusidae,Etroplus,maculatus,Fish,Least Concern,Canal,False,False,False,False,False,N/A,Dec-Feb,Herbivore,2,Increasing,"Orange Chromide (Etroplus maculatus) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0293_Etroplus_maculatus.jpg
SP0294,Deccan Barb,Systomus canarensis,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Systomusidae,Systomus,canarensis,Fish,Least Concern,Reservoir,True,False,False,False,False,N/A,Dec-Feb,Omnivore,8,Stable,"Deccan Barb (Systomus canarensis) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0294_Systomus_canarensis.jpg
SP0295,Malabar Danio,Devario aequipinnatus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Devarioidae,Devario,aequipinnatus,Fish,Data Deficient,Pond,False,False,False,False,False,N/A,Dec-Feb,Herbivore,8,Under Watch,"Malabar Danio (Devario aequipinnatus) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0295_Devario_aequipinnatus.jpg
SP0296,Indian Loach,Lepidocephalichthys thermalis,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Lepidocephalichthysidae,Lepidocephalichthys,thermalis,Fish,Least Concern,Canal,False,False,False,False,False,N/A,Year-round,Herbivore,7,Under Watch,"Indian Loach (Lepidocephalichthys thermalis) is a fish species recorded in the Kopargaon region, typically associated with canal habitat.",SP0296_Lepidocephalichthys_thermalis.jpg
SP0297,Indian Honey Bee,Apis cerana,Animalia,Arthropoda,Insecta,Various,Apisidae,Apis,cerana,Insects,Least Concern,Urban Garden,False,False,False,True,False,N/A,Jun-Sep,Detritivore,3,Stable,"Indian Honey Bee (Apis cerana) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0297_Apis_cerana.jpg
SP0298,Giant Honey Bee,Apis dorsata,Animalia,Arthropoda,Insecta,Various,Apisidae,Apis,dorsata,Insects,Least Concern,Agricultural Field,False,False,False,True,False,N/A,Dec-Feb,Omnivore,3,Increasing,"Giant Honey Bee (Apis dorsata) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0298_Apis_dorsata.jpg
SP0299,Little Honey Bee,Apis florea,Animalia,Arthropoda,Insecta,Various,Apisidae,Apis,florea,Insects,Endangered,Urban Garden,False,False,False,True,True,N/A,Year-round,Omnivore,2,Stable,"Little Honey Bee (Apis florea) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0299_Apis_florea.jpg
SP0300,Indian Carpenter Bee,Xylocopa violacea,Animalia,Arthropoda,Insecta,Various,Xylocopaidae,Xylocopa,violacea,Insects,Least Concern,Agricultural Field,False,False,False,True,False,N/A,Mar-Jun,Detritivore,3,Declining,"Indian Carpenter Bee (Xylocopa violacea) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0300_Xylocopa_violacea.jpg
SP0301,Common Field Cricket,Gryllus bimaculatus,Animalia,Arthropoda,Insecta,Various,Gryllusidae,Gryllus,bimaculatus,Insects,Least Concern,Agricultural Field,False,False,False,True,False,N/A,Year-round,Omnivore,2,Declining,"Common Field Cricket (Gryllus bimaculatus) is a insect species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0301_Gryllus_bimaculatus.jpg
SP0302,Indian Grasshopper,Oxya hyla,Animalia,Arthropoda,Insecta,Various,Oxyaidae,Oxya,hyla,Insects,Data Deficient,Urban Garden,False,False,False,True,False,N/A,Sep-Dec,Omnivore,3,Under Watch,"Indian Grasshopper (Oxya hyla) is a insect species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0302_Oxya_hyla.jpg
SP0303,Praying Mantis,Mantis religiosa,Animalia,Arthropoda,Insecta,Various,Mantisidae,Mantis,religiosa,Insects,Endangered,Sugarcane Farm,False,False,False,True,True,N/A,Mar-Jun,Omnivore,1,Declining,"Praying Mantis (Mantis religiosa) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0303_Mantis_religiosa.jpg
SP0304,Seven-spotted Ladybird,Coccinella septempunctata,Animalia,Arthropoda,Insecta,Various,Coccinellaidae,Coccinella,septempunctata,Insects,Not Evaluated,Urban Garden,False,False,False,True,True,N/A,Mar-Jun,Omnivore,3,Under Watch,"Seven-spotted Ladybird (Coccinella septempunctata) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0304_Coccinella_septempunctata.jpg
SP0305,Rhinoceros Beetle,Oryctes rhinoceros,Animalia,Arthropoda,Insecta,Various,Oryctesidae,Oryctes,rhinoceros,Insects,Not Evaluated,Grassland,False,False,False,True,False,N/A,Jun-Sep,Detritivore,1,Stable,"Rhinoceros Beetle (Oryctes rhinoceros) is a insect species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0305_Oryctes_rhinoceros.jpg
SP0306,Dung Beetle,Onthophagus taurus,Animalia,Arthropoda,Insecta,Various,Onthophagusidae,Onthophagus,taurus,Insects,Endangered,Agricultural Field,False,False,False,True,False,N/A,Year-round,Omnivore,2,Increasing,"Dung Beetle (Onthophagus taurus) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0306_Onthophagus_taurus.jpg
SP0307,Common Indian Firefly,Photuris noctiluca,Animalia,Arthropoda,Insecta,Various,Photurisidae,Photuris,noctiluca,Insects,Least Concern,Urban Garden,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,3,Increasing,"Common Indian Firefly (Photuris noctiluca) is a insect species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0307_Photuris_noctiluca.jpg
SP0308,Indian Stick Insect,Carausius morosus,Animalia,Arthropoda,Insecta,Various,Carausiusidae,Carausius,morosus,Insects,Not Evaluated,Sugarcane Farm,False,False,False,True,True,N/A,Year-round,Herbivore,3,Under Watch,"Indian Stick Insect (Carausius morosus) is a insect species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0308_Carausius_morosus.jpg
SP0309,Termite,Odontotermes obesus,Animalia,Arthropoda,Insecta,Various,Odontotermesidae,Odontotermes,obesus,Insects,Least Concern,Agricultural Field,False,False,False,True,False,N/A,Jun-Sep,Omnivore,3,Stable,"Termite (Odontotermes obesus) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0309_Odontotermes_obesus.jpg
SP0310,Weaver Ant,Oecophylla smaragdina,Animalia,Arthropoda,Insecta,Various,Oecophyllaidae,Oecophylla,smaragdina,Insects,Not Evaluated,Urban Garden,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,2,Stable,"Weaver Ant (Oecophylla smaragdina) is a insect species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0310_Oecophylla_smaragdina.jpg
SP0311,Black Garden Ant,Lasius niger,Animalia,Arthropoda,Insecta,Various,Lasiusidae,Lasius,niger,Insects,Least Concern,Sugarcane Farm,False,False,False,True,False,N/A,Mar-Jun,Detritivore,1,Stable,"Black Garden Ant (Lasius niger) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0311_Lasius_niger.jpg
SP0312,House Fly,Musca domestica,Animalia,Arthropoda,Insecta,Various,Muscaidae,Musca,domestica,Insects,Least Concern,Grassland,True,False,False,True,True,N/A,Sep-Dec,Herbivore,2,Declining,"House Fly (Musca domestica) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0312_Musca_domestica.jpg
SP0313,Common House Mosquito,Culex quinquefasciatus,Animalia,Arthropoda,Insecta,Various,Culexidae,Culex,quinquefasciatus,Insects,Near Threatened,Grassland,False,False,False,True,False,N/A,Sep-Dec,Detritivore,3,Under Watch,"Common House Mosquito (Culex quinquefasciatus) is a insect species recorded in the Kopargaon region, typically associated with sugarcane farm habitat.",SP0313_Culex_quinquefasciatus.jpg
SP0314,Giant Wood Spider,Nephila pilipes,Animalia,Arthropoda,Insecta,Various,Nephilaidae,Nephila,pilipes,Insects,Least Concern,Grassland,False,False,False,True,False,N/A,Jun-Sep,Herbivore,1,Stable,"Giant Wood Spider (Nephila pilipes) is a insect species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0314_Nephila_pilipes.jpg
SP0315,Red Cotton Bug,Dysdercus cingulatus,Animalia,Arthropoda,Insecta,Various,Dysdercusidae,Dysdercus,cingulatus,Insects,Data Deficient,Sugarcane Farm,False,False,False,True,False,N/A,Sep-Dec,Herbivore,2,Stable,"Red Cotton Bug (Dysdercus cingulatus) is a insect species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0315_Dysdercus_cingulatus.jpg
SP0316,Painted Grasshopper,Poekilocerus pictus,Animalia,Arthropoda,Insecta,Various,Poekilocerusidae,Poekilocerus,pictus,Insects,Not Evaluated,Sugarcane Farm,False,False,False,True,False,N/A,Year-round,Omnivore,1,Under Watch,"Painted Grasshopper (Poekilocerus pictus) is a insect species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0316_Poekilocerus_pictus.jpg
SP0317,Mango,Mangifera indica,Plantae,Tracheophyta,Magnoliopsida,Various,Mangiferaaceae,Mangifera,indica,Trees,Vulnerable,Urban Garden,False,False,False,False,False,Year-round,N/A,Photosynthetic,36,Stable,"Mango (Mangifera indica) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0317_Mangifera_indica.jpg
SP0318,Neem,Azadirachta indica,Plantae,Tracheophyta,Magnoliopsida,Various,Azadirachtaaceae,Azadirachta,indica,Trees,Least Concern,Godavari River,False,False,True,False,False,Jun-Aug,N/A,Photosynthetic,115,Stable,"Neem (Azadirachta indica) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0318_Azadirachta_indica.jpg
SP0319,Banyan,Ficus benghalensis,Plantae,Tracheophyta,Magnoliopsida,Various,Ficusaceae,Ficus,benghalensis,Trees,Data Deficient,Temple Grove,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,99,Stable,"Banyan (Ficus benghalensis) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0319_Ficus_benghalensis.jpg
SP0320,Peepal,Ficus religiosa,Plantae,Tracheophyta,Magnoliopsida,Various,Ficusaceae,Ficus,religiosa,Trees,Near Threatened,Roadside Plantation,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,46,Under Watch,"Peepal (Ficus religiosa) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0320_Ficus_religiosa.jpg
SP0321,Tamarind,Tamarindus indica,Plantae,Tracheophyta,Magnoliopsida,Various,Tamarindusaceae,Tamarindus,indica,Trees,Least Concern,Temple Grove,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,23,Increasing,"Tamarind (Tamarindus indica) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0321_Tamarindus_indica.jpg
SP0322,Teak,Tectona grandis,Plantae,Tracheophyta,Magnoliopsida,Various,Tectonaaceae,Tectona,grandis,Trees,Least Concern,Roadside Plantation,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,32,Declining,"Teak (Tectona grandis) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0322_Tectona_grandis.jpg
SP0323,Jamun,Syzygium cumini,Plantae,Tracheophyta,Magnoliopsida,Various,Syzygiumaceae,Syzygium,cumini,Trees,Least Concern,Urban Garden,False,False,False,False,False,Year-round,N/A,Photosynthetic,40,Stable,"Jamun (Syzygium cumini) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0323_Syzygium_cumini.jpg
SP0324,Gulmohar,Delonix regia,Plantae,Tracheophyta,Magnoliopsida,Various,Delonixaceae,Delonix,regia,Trees,Least Concern,Roadside Plantation,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,104,Declining,"Gulmohar (Delonix regia) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0324_Delonix_regia.jpg
SP0325,Babul,Vachellia nilotica,Plantae,Tracheophyta,Magnoliopsida,Various,Vachelliaaceae,Vachellia,nilotica,Trees,Endangered,Godavari River,False,False,True,False,False,Jun-Aug,N/A,Photosynthetic,38,Declining,"Babul (Vachellia nilotica) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0325_Vachellia_nilotica.jpg
SP0326,Karanj,Pongamia pinnata,Plantae,Tracheophyta,Magnoliopsida,Various,Pongamiaaceae,Pongamia,pinnata,Trees,Least Concern,Godavari River,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,80,Under Watch,"Karanj (Pongamia pinnata) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0326_Pongamia_pinnata.jpg
SP0327,Ashoka,Saraca asoca,Plantae,Tracheophyta,Magnoliopsida,Various,Saracaaceae,Saraca,asoca,Trees,Least Concern,Temple Grove,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,35,Stable,"Ashoka (Saraca asoca) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0327_Saraca_asoca.jpg
SP0328,Amla,Phyllanthus emblica,Plantae,Tracheophyta,Magnoliopsida,Various,Phyllanthusaceae,Phyllanthus,emblica,Trees,Data Deficient,Urban Garden,False,False,False,False,False,Mar-May,N/A,Photosynthetic,108,Stable,"Amla (Phyllanthus emblica) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0328_Phyllanthus_emblica.jpg
SP0329,Bel,Aegle marmelos,Plantae,Tracheophyta,Magnoliopsida,Various,Aegleaceae,Aegle,marmelos,Trees,Endangered,Urban Garden,True,False,False,False,False,Feb-Apr,N/A,Photosynthetic,120,Declining,"Bel (Aegle marmelos) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0329_Aegle_marmelos.jpg
SP0330,Custard Apple,Annona squamosa,Plantae,Tracheophyta,Magnoliopsida,Various,Annonaaceae,Annona,squamosa,Trees,Least Concern,Temple Grove,False,False,True,False,False,Year-round,N/A,Photosynthetic,52,Stable,"Custard Apple (Annona squamosa) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0330_Annona_squamosa.jpg
SP0331,Jackfruit,Artocarpus heterophyllus,Plantae,Tracheophyta,Magnoliopsida,Various,Artocarpusaceae,Artocarpus,heterophyllus,Trees,Least Concern,Urban Garden,False,False,True,False,False,Sep-Nov,N/A,Photosynthetic,135,Stable,"Jackfruit (Artocarpus heterophyllus) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0331_Artocarpus_heterophyllus.jpg
SP0332,Palas (Flame of the Forest),Butea monosperma,Plantae,Tracheophyta,Magnoliopsida,Various,Buteaaceae,Butea,monosperma,Trees,Least Concern,Temple Grove,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,114,Declining,"Palas (Flame of the Forest) (Butea monosperma) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0332_Butea_monosperma.jpg
SP0333,Sheesham,Dalbergia sissoo,Plantae,Tracheophyta,Magnoliopsida,Various,Dalbergiaaceae,Dalbergia,sissoo,Trees,Not Evaluated,Godavari River,False,False,False,False,False,Mar-May,N/A,Photosynthetic,22,Increasing,"Sheesham (Dalbergia sissoo) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0333_Dalbergia_sissoo.jpg
SP0334,Khair,Senegalia catechu,Plantae,Tracheophyta,Magnoliopsida,Various,Senegaliaaceae,Senegalia,catechu,Trees,Near Threatened,Godavari River,False,False,False,False,False,Mar-May,N/A,Photosynthetic,63,Under Watch,"Khair (Senegalia catechu) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0334_Senegalia_catechu.jpg
SP0335,Arjun,Terminalia arjuna,Plantae,Tracheophyta,Magnoliopsida,Various,Terminaliaaceae,Terminalia,arjuna,Trees,Least Concern,Urban Garden,False,False,True,False,False,Jun-Aug,N/A,Photosynthetic,48,Increasing,"Arjun (Terminalia arjuna) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0335_Terminalia_arjuna.jpg
SP0336,Bahava (Golden Shower Tree),Cassia fistula,Plantae,Tracheophyta,Magnoliopsida,Various,Cassiaaceae,Cassia,fistula,Trees,Least Concern,Temple Grove,False,False,False,False,False,Year-round,N/A,Photosynthetic,118,Declining,"Bahava (Golden Shower Tree) (Cassia fistula) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0336_Cassia_fistula.jpg
SP0337,Kadamba,Neolamarckia cadamba,Plantae,Tracheophyta,Magnoliopsida,Various,Neolamarckiaaceae,Neolamarckia,cadamba,Trees,Data Deficient,Urban Garden,False,False,True,False,False,Mar-May,N/A,Photosynthetic,119,Stable,"Kadamba (Neolamarckia cadamba) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0337_Neolamarckia_cadamba.jpg
SP0338,Rain Tree,Samanea saman,Plantae,Tracheophyta,Magnoliopsida,Various,Samaneaaceae,Samanea,saman,Trees,Least Concern,Agricultural Field,False,False,False,False,False,Year-round,N/A,Photosynthetic,89,Stable,"Rain Tree (Samanea saman) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0338_Samanea_saman.jpg
SP0339,Silk Cotton Tree (Semal),Bombax ceiba,Plantae,Tracheophyta,Magnoliopsida,Various,Bombaxaceae,Bombax,ceiba,Trees,Data Deficient,Roadside Plantation,False,False,False,False,False,Year-round,N/A,Photosynthetic,37,Stable,"Silk Cotton Tree (Semal) (Bombax ceiba) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0339_Bombax_ceiba.jpg
SP0340,Mahua,Madhuca longifolia,Plantae,Tracheophyta,Magnoliopsida,Various,Madhucaaceae,Madhuca,longifolia,Trees,Least Concern,Roadside Plantation,False,False,True,False,False,Feb-Apr,N/A,Photosynthetic,53,Under Watch,"Mahua (Madhuca longifolia) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0340_Madhuca_longifolia.jpg
SP0341,Bamboo,Bambusa bambos,Plantae,Tracheophyta,Magnoliopsida,Various,Bambusaaceae,Bambusa,bambos,Trees,Vulnerable,Roadside Plantation,False,False,True,False,False,Sep-Nov,N/A,Photosynthetic,90,Declining,"Bamboo (Bambusa bambos) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0341_Bambusa_bambos.jpg
SP0342,Coconut Palm,Cocos nucifera,Plantae,Tracheophyta,Magnoliopsida,Various,Cocosaceae,Cocos,nucifera,Trees,Not Evaluated,Agricultural Field,False,False,False,False,False,Mar-May,N/A,Photosynthetic,75,Stable,"Coconut Palm (Cocos nucifera) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0342_Cocos_nucifera.jpg
SP0343,Date Palm,Phoenix sylvestris,Plantae,Tracheophyta,Magnoliopsida,Various,Phoenixaceae,Phoenix,sylvestris,Trees,Data Deficient,Urban Garden,True,False,False,False,False,Sep-Nov,N/A,Photosynthetic,104,Stable,"Date Palm (Phoenix sylvestris) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0343_Phoenix_sylvestris.jpg
SP0344,Areca Palm,Areca catechu,Plantae,Tracheophyta,Magnoliopsida,Various,Arecaaceae,Areca,catechu,Trees,Endangered,Roadside Plantation,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,111,Stable,"Areca Palm (Areca catechu) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0344_Areca_catechu.jpg
SP0345,Casuarina,Casuarina equisetifolia,Plantae,Tracheophyta,Magnoliopsida,Various,Casuarinaaceae,Casuarina,equisetifolia,Trees,Vulnerable,Urban Garden,False,False,True,False,False,Sep-Nov,N/A,Photosynthetic,96,Stable,"Casuarina (Casuarina equisetifolia) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0345_Casuarina_equisetifolia.jpg
SP0346,Subabul,Leucaena leucocephala,Plantae,Tracheophyta,Magnoliopsida,Various,Leucaenaaceae,Leucaena,leucocephala,Trees,Least Concern,Agricultural Field,False,False,True,False,False,Nov-Jan,N/A,Photosynthetic,135,Stable,"Subabul (Leucaena leucocephala) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0346_Leucaena_leucocephala.jpg
SP0347,Ber (Indian Jujube),Ziziphus mauritiana,Plantae,Tracheophyta,Magnoliopsida,Various,Ziziphusaceae,Ziziphus,mauritiana,Trees,Not Evaluated,Godavari River,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,56,Stable,"Ber (Indian Jujube) (Ziziphus mauritiana) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0347_Ziziphus_mauritiana.jpg
SP0348,Anjeer (Fig),Ficus carica,Plantae,Tracheophyta,Magnoliopsida,Various,Ficusaceae,Ficus,carica,Trees,Least Concern,Roadside Plantation,False,False,True,False,False,Feb-Apr,N/A,Photosynthetic,49,Increasing,"Anjeer (Fig) (Ficus carica) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0348_Ficus_carica.jpg
SP0349,Chikoo (Sapodilla),Manilkara zapota,Plantae,Tracheophyta,Magnoliopsida,Various,Manilkaraaceae,Manilkara,zapota,Trees,Least Concern,Roadside Plantation,False,False,False,False,False,Sep-Nov,N/A,Photosynthetic,31,Stable,"Chikoo (Sapodilla) (Manilkara zapota) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0349_Manilkara_zapota.jpg
SP0350,Guava,Psidium guajava,Plantae,Tracheophyta,Magnoliopsida,Various,Psidiumaceae,Psidium,guajava,Trees,Least Concern,Roadside Plantation,False,False,False,False,False,Mar-May,N/A,Photosynthetic,116,Declining,"Guava (Psidium guajava) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0350_Psidium_guajava.jpg
SP0351,Pomegranate,Punica granatum,Plantae,Tracheophyta,Magnoliopsida,Various,Punicaaceae,Punica,granatum,Trees,Least Concern,Temple Grove,False,False,False,False,False,Jun-Aug,N/A,Photosynthetic,89,Declining,"Pomegranate (Punica granatum) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0351_Punica_granatum.jpg
SP0352,Champak,Magnolia champaca,Plantae,Tracheophyta,Magnoliopsida,Various,Magnoliaaceae,Magnolia,champaca,Trees,Data Deficient,Temple Grove,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,44,Increasing,"Champak (Magnolia champaca) is a tree species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0352_Magnolia_champaca.jpg
SP0353,Frangipani,Plumeria alba,Plantae,Tracheophyta,Magnoliopsida,Various,Plumeriaaceae,Plumeria,alba,Trees,Vulnerable,Godavari River,False,False,False,False,False,Nov-Jan,N/A,Photosynthetic,92,Stable,"Frangipani (Plumeria alba) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0353_Plumeria_alba.jpg
SP0354,Rubber Fig,Ficus elastica,Plantae,Tracheophyta,Magnoliopsida,Various,Ficusaceae,Ficus,elastica,Trees,Vulnerable,Temple Grove,False,False,False,False,False,Mar-May,N/A,Photosynthetic,103,Under Watch,"Rubber Fig (Ficus elastica) is a tree species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0354_Ficus_elastica.jpg
SP0355,Indian Coral Tree,Erythrina variegata,Plantae,Tracheophyta,Magnoliopsida,Various,Erythrinaaceae,Erythrina,variegata,Trees,Endangered,Agricultural Field,False,False,False,False,False,Mar-May,N/A,Photosynthetic,75,Stable,"Indian Coral Tree (Erythrina variegata) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0355_Erythrina_variegata.jpg
SP0356,Copper Pod,Peltophorum pterocarpum,Plantae,Tracheophyta,Magnoliopsida,Various,Peltophorumaceae,Peltophorum,pterocarpum,Trees,Vulnerable,Temple Grove,False,False,False,False,False,Mar-May,N/A,Photosynthetic,139,Stable,"Copper Pod (Peltophorum pterocarpum) is a tree species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0356_Peltophorum_pterocarpum.jpg
SP0357,Toddy Palm,Borassus flabellifer,Plantae,Tracheophyta,Magnoliopsida,Various,Borassusaceae,Borassus,flabellifer,Trees,Not Evaluated,Agricultural Field,False,False,False,False,False,Mar-May,N/A,Photosynthetic,145,Declining,"Toddy Palm (Borassus flabellifer) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0357_Borassus_flabellifer.jpg
SP0358,Wood Apple,Limonia acidissima,Plantae,Tracheophyta,Magnoliopsida,Various,Limoniaaceae,Limonia,acidissima,Trees,Data Deficient,Urban Garden,False,False,False,False,False,Year-round,N/A,Photosynthetic,140,Declining,"Wood Apple (Limonia acidissima) is a tree species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0358_Limonia_acidissima.jpg
SP0359,Drumstick Tree,Moringa oleifera,Plantae,Tracheophyta,Magnoliopsida,Various,Moringaaceae,Moringa,oleifera,Trees,Least Concern,Urban Garden,False,False,False,False,False,Feb-Apr,N/A,Photosynthetic,24,Stable,"Drumstick Tree (Moringa oleifera) is a tree species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0359_Moringa_oleifera.jpg
