cell_id,latitude,longitude,land_cover_type,vegetation_density,forest_percentage,water_percentage,urban_percentage
LC00362,19.921506,74.419887,Wetland,0.745,15.9,47.7,8.1
LC00363,19.892896,74.358094,Agricultural Land,0.2,9.2,2.0,14.2
LC00364,19.83859,74.453081,Agricultural Land,0.62,18.4,6.2,5.9
LC00365,19.806268,74.499621,Agricultural Land,0.552,18.0,2.6,11.1
LC00366,19.919638,74.514535,Forest/Grove,0.115,82.5,3.4,12.6
LC00367,19.914243,74.582345,Agricultural Land,0.67,4.0,2.3,6.5
LC00368,19.913206,74.465754,Urban/Built-up,0.869,12.3,2.6,57.8
LC00369,19.905274,74.479112,Agricultural Land,0.44,8.9,3.3,7.2
LC00370,19.900579,74.568325,Agricultural Land,0.311,2.8,0.1,1.3
LC00371,19.842083,74.507594,Urban/Built-up,0.287,0.9,7.9,87.6
LC00372,19.856846,74.598316,Agricultural Land,0.582,3.7,3.9,6.7
LC00373,19.893463,74.350668,Forest/Grove,0.465,53.3,7.3,2.1
LC00374,19.853341,74.404015,Barren/Fallow,0.447,7.7,7.8,1.0
LC00375,19.847155,74.358789,Agricultural Land,0.866,16.0,0.9,12.3
LC00376,19.869239,74.426022,Agricultural Land,0.385,1.2,5.9,10.2
LC00377,19.935924,74.523292,Urban/Built-up,0.74,0.5,3.2,89.2
LC00378,19.854224,74.50626,Wetland,0.651,16.5,24.9,12.7
LC00379,19.880763,74.39716,Forest/Grove,0.524,58.7,6.2,7.2
LC00380,19.936871,74.454251,Urban/Built-up,0.186,0.1,1.2,82.4
LC00381,19.844789,74.522377,Urban/Built-up,0.467,11.9,5.3,71.9
LC00382,19.926824,74.582162,Wetland,0.8,13.0,32.1,5.5
LC00383,19.870449,74.42838,Water Body,0.617,19.8,85.4,3.1
LC00384,19.892441,74.390234,Grassland,0.837,17.9,0.8,9.9
LC00385,19.814785,74.520249,Grassland,0.973,5.2,1.9,13.8
LC00386,19.911512,74.518684,Water Body,0.629,7.6,81.6,9.4
LC00387,19.885911,74.545677,Agricultural Land,0.546,8.5,0.2,1.5
LC00388,19.900186,74.402495,Wetland,0.967,14.1,48.2,1.3
LC00389,19.935574,74.580335,Wetland,0.751,18.8,48.4,14.2
LC00390,19.845769,74.381341,Urban/Built-up,0.592,6.7,3.6,56.8
LC00391,19.845599,74.366514,Water Body,0.438,4.5,95.9,11.5
LC00392,19.914379,74.515864,Forest/Grove,0.307,78.5,5.6,9.7
LC00393,19.912473,74.564087,Grassland,0.777,11.7,1.6,11.0
LC00394,19.839484,74.371687,Forest/Grove,0.356,58.2,5.0,11.2
LC00395,19.899816,74.390773,Agricultural Land,0.85,0.7,4.6,13.1
LC00396,19.856659,74.453906,Grassland,0.566,6.9,2.3,5.3
LC00397,19.933301,74.573017,Urban/Built-up,0.254,2.8,5.4,54.6
LC00398,19.815613,74.570326,Barren/Fallow,0.149,8.1,5.3,6.2
LC00399,19.824631,74.435832,Agricultural Land,0.211,19.6,0.2,10.5
LC00400,19.833498,74.373104,Agricultural Land,0.827,14.9,2.9,14.0
LC00401,19.836238,74.536099,Agricultural Land,0.95,1.6,6.1,2.0
LC00402,19.858981,74.426911,Agricultural Land,0.291,18.1,6.2,14.6
LC00403,19.849024,74.439569,Agricultural Land,0.312,3.8,4.5,13.0
LC00404,19.904797,74.524737,Grassland,0.393,8.1,0.7,0.4
LC00405,19.924168,74.593114,Forest/Grove,0.963,79.7,7.4,8.8
LC00406,19.929681,74.477127,Agricultural Land,0.458,11.4,1.0,10.5
LC00407,19.821418,74.529956,Agricultural Land,0.599,14.0,5.8,12.6
LC00408,19.92913,74.518793,Barren/Fallow,0.833,10.5,5.8,8.2
LC00409,19.889621,74.41417,Water Body,0.57,18.6,83.7,12.9
LC00410,19.90446,74.500944,Grassland,0.413,14.1,3.4,4.8
LC00411,19.825462,74.352273,Urban/Built-up,0.774,18.3,5.3,88.4
LC00412,19.928149,74.559827,Barren/Fallow,0.834,12.8,2.3,7.8
LC00413,19.938626,74.485346,Wetland,0.748,9.3,51.2,8.4
LC00414,19.920122,74.48601,Agricultural Land,0.854,8.8,2.7,0.3
LC00415,19.87205,74.369494,Agricultural Land,0.742,7.6,3.9,8.4
LC00416,19.88562,74.378521,Agricultural Land,0.496,9.0,6.3,3.0
LC00417,19.808614,74.551902,Agricultural Land,0.881,17.6,3.7,14.5
LC00418,19.857802,74.468799,Agricultural Land,0.885,17.2,5.6,3.4
LC00419,19.818989,74.416244,Agricultural Land,0.677,19.9,1.2,1.0
LC00420,19.93214,74.470159,Grassland,0.384,15.5,7.9,2.9
LC00421,19.920396,74.486682,Wetland,0.741,18.6,43.8,8.9
LC00422,19.906956,74.367681,Agricultural Land,0.669,2.3,6.0,7.8
LC00423,19.831454,74.522461,Agricultural Land,0.288,12.2,5.6,1.0
LC00424,19.811853,74.392352,Grassland,0.434,12.0,4.9,4.9
LC00425,19.864978,74.433854,Urban/Built-up,0.338,4.9,1.8,50.7
LC00426,19.921758,74.443776,Forest/Grove,0.56,45.0,6.9,13.9
LC00427,19.897648,74.592694,Barren/Fallow,0.412,9.3,4.1,1.4
LC00428,19.845356,74.487848,Barren/Fallow,0.079,7.9,7.9,4.2
LC00429,19.942408,74.36923,Grassland,0.211,7.1,7.4,11.9
LC00430,19.927338,74.488723,Urban/Built-up,0.476,11.5,6.8,64.7
LC00431,19.940185,74.457297,Urban/Built-up,0.431,7.5,0.7,51.5
LC00432,19.895762,74.369626,Urban/Built-up,0.692,0.0,7.6,76.4
LC00433,19.948468,74.520018,Agricultural Land,0.336,16.1,7.6,2.3
LC00434,19.825805,74.377892,Agricultural Land,0.371,1.8,2.4,6.5
LC00435,19.866725,74.391477,Agricultural Land,0.697,11.9,2.8,2.1
LC00436,19.880179,74.576316,Urban/Built-up,0.759,19.1,0.6,62.7
LC00437,19.902803,74.500683,Water Body,0.646,17.3,71.1,13.8
LC00438,19.834411,74.453316,Wetland,0.838,4.9,43.8,4.8
LC00439,19.855386,74.364167,Water Body,0.437,4.1,71.2,8.3
LC00440,19.909002,74.427399,Grassland,0.762,1.2,0.5,0.7
LC00441,19.803608,74.418144,Agricultural Land,0.56,10.8,6.2,0.2
LC00442,19.880768,74.57885,Agricultural Land,0.248,0.0,5.2,11.7
LC00443,19.918133,74.376456,Urban/Built-up,0.701,3.4,0.0,61.4
LC00444,19.909685,74.519264,Agricultural Land,0.415,14.8,1.6,13.3
LC00445,19.91436,74.517594,Urban/Built-up,0.166,2.8,4.6,96.9
LC00446,19.805113,74.4542,Grassland,0.779,18.7,3.8,2.3
LC00447,19.842052,74.565858,Water Body,0.836,17.5,94.1,8.7
LC00448,19.879552,74.569792,Barren/Fallow,0.28,13.2,4.0,10.5
LC00449,19.933639,74.427362,Urban/Built-up,0.6,1.4,4.8,94.9
LC00450,19.865782,74.552115,Agricultural Land,0.789,1.7,2.2,0.5
LC00451,19.831909,74.523793,Agricultural Land,0.167,7.7,0.2,6.5
LC00452,19.83949,74.573978,Agricultural Land,0.313,8.8,3.9,3.6
LC00453,19.948289,74.356178,Grassland,0.817,8.5,5.9,5.0
LC00454,19.883599,74.5948,Grassland,0.499,5.5,5.1,14.4
LC00455,19.939465,74.524085,Barren/Fallow,0.644,8.0,7.2,9.6
LC00456,19.886575,74.360189,Agricultural Land,0.174,2.3,1.5,2.8
LC00457,19.830918,74.57102,Forest/Grove,0.846,84.1,6.9,3.7
LC00458,19.93945,74.506597,Forest/Grove,0.391,49.8,5.0,3.1
LC00459,19.853578,74.46801,Grassland,0.793,7.5,7.3,10.0
LC00460,19.907667,74.481809,Agricultural Land,0.306,8.5,7.3,4.3
LC00461,19.841489,74.383628,Agricultural Land,0.777,18.3,2.6,2.0
LC00462,19.845492,74.408585,Agricultural Land,0.115,3.5,7.8,10.1
LC00463,19.811814,74.521472,Agricultural Land,0.225,12.3,1.8,14.4
LC00464,19.940338,74.44045,Agricultural Land,0.4,18.5,0.2,4.6
LC00465,19.837225,74.393489,Agricultural Land,0.812,11.5,6.1,8.5
LC00466,19.827782,74.452402,Agricultural Land,0.34,19.9,2.3,13.4
LC00467,19.844181,74.513485,Forest/Grove,0.2,66.9,6.8,12.3
LC00468,19.883576,74.511369,Grassland,0.506,18.1,7.7,0.7
LC00469,19.937046,74.49805,Agricultural Land,0.594,10.6,1.1,12.6
LC00470,19.898183,74.357055,Barren/Fallow,0.917,11.5,7.1,12.3
LC00471,19.821682,74.401898,Agricultural Land,0.354,10.4,3.2,4.0
LC00472,19.938113,74.363401,Grassland,0.653,1.2,5.7,14.0
LC00473,19.917715,74.551318,Agricultural Land,0.205,8.7,1.0,11.9
LC00474,19.902773,74.350604,Urban/Built-up,0.72,18.4,5.0,80.1
LC00475,19.873854,74.35656,Wetland,0.386,4.0,56.3,12.5
LC00476,19.881781,74.572022,Agricultural Land,0.159,6.5,2.8,6.2
LC00477,19.857218,74.571775,Barren/Fallow,0.133,15.9,7.3,10.6
LC00478,19.879202,74.478184,Grassland,0.695,5.9,6.4,9.4
LC00479,19.820096,74.41005,Agricultural Land,0.568,2.8,5.9,7.1
LC00480,19.824297,74.591128,Urban/Built-up,0.861,7.1,2.7,84.7
LC00481,19.843705,74.52521,Agricultural Land,0.86,5.7,4.3,1.4
LC00482,19.916271,74.422497,Grassland,0.524,9.7,7.9,1.4
LC00483,19.874898,74.397945,Wetland,0.514,5.5,44.4,3.0
LC00484,19.882877,74.512112,Wetland,0.192,18.7,47.1,1.5
LC00485,19.947443,74.528221,Grassland,0.312,17.0,0.9,5.9
LC00486,19.854946,74.36295,Grassland,0.604,13.1,4.1,12.9
LC00487,19.873358,74.3703,Forest/Grove,0.456,87.6,3.9,5.9
LC00488,19.872271,74.587293,Urban/Built-up,0.783,12.5,4.1,83.2
LC00489,19.843206,74.438104,Forest/Grove,0.261,40.8,7.1,6.0
LC00490,19.889543,74.422261,Agricultural Land,0.904,6.2,5.9,11.3
LC00491,19.843416,74.541719,Wetland,0.881,16.9,26.0,12.7
LC00492,19.884869,74.562774,Grassland,0.559,16.8,1.7,10.7
LC00493,19.913557,74.451317,Grassland,0.273,6.4,7.0,1.8
LC00494,19.917392,74.466783,Urban/Built-up,0.302,9.9,3.1,82.4
LC00495,19.877077,74.560849,Barren/Fallow,0.014,15.5,0.2,6.0
LC00496,19.947836,74.433306,Grassland,0.754,5.2,7.0,5.1
LC00497,19.903255,74.541066,Agricultural Land,0.526,5.5,1.0,1.6
LC00498,19.912618,74.359408,Water Body,0.264,3.2,62.0,11.6
LC00499,19.894006,74.48417,Grassland,0.358,14.9,3.9,6.5
LC00500,19.939532,74.576079,Agricultural Land,0.507,12.1,0.8,0.1
LC00501,19.933183,74.514929,Agricultural Land,0.52,10.6,4.5,3.9
LC00502,19.926031,74.539468,Agricultural Land,0.607,0.1,4.2,5.2
LC00503,19.82982,74.491306,Wetland,0.411,18.6,54.0,14.5
LC00504,19.915835,74.583587,Agricultural Land,0.799,14.8,5.2,6.9
LC00505,19.896505,74.593229,Forest/Grove,0.517,61.4,7.6,8.9
LC00506,19.808524,74.443648,Grassland,0.157,1.0,7.0,8.1
LC00507,19.847779,74.580716,Barren/Fallow,0.604,5.8,3.0,1.9
LC00508,19.850608,74.558616,Grassland,0.539,7.6,4.3,10.9
LC00509,19.906798,74.451673,Agricultural Land,0.768,13.7,4.2,14.8
LC00510,19.834868,74.358302,Forest/Grove,0.79,81.8,1.4,2.7
LC00511,19.838859,74.485335,Barren/Fallow,0.568,3.1,7.6,8.8
LC00512,19.920329,74.544797,Urban/Built-up,0.31,7.4,0.5,58.2
LC00513,19.911313,74.503772,Agricultural Land,0.138,10.0,1.7,12.0
LC00514,19.915192,74.509647,Grassland,0.869,13.8,5.1,8.9
LC00515,19.940236,74.405126,Agricultural Land,0.197,13.1,0.4,0.8
LC00516,19.879493,74.553675,Agricultural Land,0.553,14.9,4.3,6.7
LC00517,19.949629,74.584104,Agricultural Land,0.586,11.7,7.1,10.3
LC00518,19.921021,74.558518,Urban/Built-up,0.653,15.2,6.4,96.0
LC00519,19.916021,74.371213,Agricultural Land,0.498,18.7,5.0,2.1
LC00520,19.82347,74.56049,Agricultural Land,0.286,15.9,1.0,9.5
LC00521,19.845831,74.462542,Wetland,0.778,0.6,45.1,14.0
LC00522,19.917674,74.450506,Agricultural Land,0.397,10.5,5.7,3.4
LC00523,19.824725,74.494744,Agricultural Land,0.353,15.4,3.1,3.8
LC00524,19.827617,74.529325,Agricultural Land,0.793,13.0,2.3,4.2
LC00525,19.921976,74.437359,Wetland,0.597,0.8,58.4,8.8
LC00526,19.835749,74.512225,Wetland,0.671,5.9,47.6,3.0
LC00527,19.918766,74.360355,Agricultural Land,0.289,5.7,4.1,3.6
LC00528,19.872981,74.543245,Agricultural Land,0.273,17.8,0.8,8.9
LC00529,19.823746,74.3668,Urban/Built-up,0.765,16.9,0.9,82.2
LC00530,19.923107,74.368936,Barren/Fallow,0.412,2.2,7.1,3.9
LC00531,19.809027,74.511673,Agricultural Land,0.715,2.6,5.3,4.7
LC00532,19.910588,74.540475,Urban/Built-up,0.475,0.5,3.6,53.8
LC00533,19.931355,74.511857,Agricultural Land,0.706,4.6,0.9,4.4
LC00534,19.884885,74.427291,Urban/Built-up,0.396,5.0,3.6,99.8
LC00535,19.91776,74.435798,Wetland,0.266,5.7,59.6,1.5
LC00536,19.87316,74.431748,Agricultural Land,0.466,19.7,7.7,12.2
LC00537,19.833344,74.414778,Grassland,0.558,13.0,5.3,1.8
LC00538,19.807414,74.394564,Grassland,0.379,6.5,7.8,12.1
LC00539,19.879021,74.499038,Agricultural Land,0.464,4.7,0.6,11.9
LC00540,19.80503,74.366148,Barren/Fallow,0.279,0.1,5.0,9.5
LC00541,19.830663,74.528086,Forest/Grove,0.479,60.0,5.7,6.5
LC00542,19.91981,74.568922,Agricultural Land,0.746,19.5,2.2,9.6
LC00543,19.848484,74.505287,Grassland,0.876,14.9,5.8,5.2
LC00544,19.87364,74.436149,Wetland,0.143,1.3,32.7,2.5
LC00545,19.805035,74.359437,Grassland,0.819,6.5,7.1,0.9
LC00546,19.880876,74.492391,Agricultural Land,0.401,1.9,6.1,4.2
LC00547,19.80348,74.571627,Agricultural Land,0.324,7.4,1.7,0.1
LC00548,19.893745,74.497265,Wetland,0.677,9.9,33.6,9.9
LC00549,19.872157,74.500677,Grassland,0.773,12.5,3.3,8.9
LC00550,19.878237,74.393327,Grassland,0.816,0.6,2.7,7.3
LC00551,19.931721,74.390703,Urban/Built-up,0.437,19.3,6.1,68.0
LC00552,19.813917,74.45194,Urban/Built-up,0.132,18.7,5.3,93.5
LC00553,19.840742,74.584479,Barren/Fallow,0.315,3.6,1.9,6.7
LC00554,19.827514,74.403184,Forest/Grove,0.368,82.5,6.1,2.0
LC00555,19.818633,74.511003,Agricultural Land,0.555,8.0,2.4,13.0
LC00556,19.819782,74.422938,Agricultural Land,0.364,7.5,6.6,4.1
LC00557,19.876554,74.577134,Agricultural Land,0.51,8.8,3.8,7.6
LC00558,19.83665,74.474116,Agricultural Land,0.335,18.0,5.3,2.9
LC00559,19.920281,74.536546,Grassland,0.749,6.0,0.9,13.4
LC00560,19.889602,74.565323,Grassland,0.863,1.7,4.1,13.9
LC00561,19.834777,74.460447,Grassland,0.425,5.8,2.8,9.0
LC00562,19.89838,74.535424,Agricultural Land,0.32,15.6,2.8,12.7
LC00563,19.837624,74.486919,Grassland,0.695,16.5,5.0,11.4
LC00564,19.92283,74.52633,Barren/Fallow,0.81,0.1,3.3,10.6
LC00565,19.869165,74.3862,Agricultural Land,0.575,10.1,3.0,0.2
LC00566,19.836584,74.392431,Barren/Fallow,0.224,16.6,8.0,3.9
LC00567,19.860464,74.594023,Forest/Grove,0.33,51.5,3.2,8.3
LC00568,19.804926,74.388086,Grassland,0.433,7.8,1.9,10.8
LC00569,19.88815,74.54029,Barren/Fallow,0.535,4.1,2.0,5.3
LC00570,19.876944,74.358685,Agricultural Land,0.597,19.4,3.2,8.4
LC00571,19.938052,74.417381,Agricultural Land,0.207,14.9,6.0,2.0
LC00572,19.821745,74.438503,Grassland,0.5,3.4,5.7,6.5
LC00573,19.918525,74.577891,Urban/Built-up,0.122,18.2,4.2,99.4
LC00574,19.869201,74.400845,Agricultural Land,0.773,10.5,4.4,2.0
LC00575,19.849932,74.594497,Water Body,0.543,6.6,62.9,0.6
LC00576,19.902051,74.381311,Forest/Grove,0.069,71.4,6.5,7.7
LC00577,19.924842,74.398817,Agricultural Land,0.413,6.6,0.2,4.5
LC00578,19.869239,74.449418,Grassland,0.634,9.9,0.4,0.1
LC00579,19.874259,74.484146,Grassland,0.428,0.7,3.6,10.5
LC00580,19.940878,74.471449,Agricultural Land,0.461,3.1,4.6,11.9
LC00581,19.803853,74.451588,Grassland,0.961,18.1,1.1,14.2
LC00582,19.872378,74.560857,Agricultural Land,0.118,12.3,1.7,7.4
LC00583,19.931814,74.570153,Water Body,0.599,7.0,60.4,3.8
LC00584,19.912799,74.367037,Water Body,0.132,4.3,86.4,2.2
LC00585,19.910047,74.400039,Forest/Grove,0.45,78.7,2.9,10.7
LC00586,19.93781,74.367484,Agricultural Land,0.57,5.2,0.0,3.7
LC00587,19.820456,74.510477,Agricultural Land,0.342,19.5,4.4,6.0
LC00588,19.882504,74.453096,Urban/Built-up,0.373,3.3,3.0,59.5
LC00589,19.815274,74.503392,Agricultural Land,0.457,16.4,3.5,1.8
LC00590,19.858934,74.55904,Barren/Fallow,0.809,3.3,2.8,8.4
LC00591,19.912717,74.500738,Wetland,0.49,4.4,36.6,1.0
LC00592,19.927172,74.353401,Agricultural Land,0.383,13.1,6.8,1.9
LC00593,19.85383,74.435669,Agricultural Land,0.138,3.7,5.1,14.9
LC00594,19.808871,74.374869,Barren/Fallow,0.782,10.7,6.9,11.7
LC00595,19.947885,74.418773,Forest/Grove,0.961,50.1,7.5,0.0
LC00596,19.808142,74.596055,Urban/Built-up,0.798,13.6,0.8,70.1
LC00597,19.822905,74.39427,Forest/Grove,0.488,67.7,7.2,12.5
LC00598,19.887358,74.562815,Water Body,0.773,1.6,78.5,7.6
LC00599,19.807149,74.511313,Agricultural Land,0.404,17.7,2.4,11.3
LC00600,19.941348,74.555627,Agricultural Land,0.407,15.2,2.8,10.3
LC00601,19.936656,74.507206,Agricultural Land,0.097,5.4,1.0,10.8
LC00602,19.939374,74.486136,Agricultural Land,0.742,9.0,0.6,8.0
LC00603,19.865294,74.510997,Forest/Grove,0.196,54.2,0.1,12.1
LC00604,19.919644,74.389861,Grassland,0.118,9.8,5.3,2.5
LC00605,19.802139,74.425317,Agricultural Land,0.256,3.0,0.2,7.7
LC00606,19.878255,74.59437,Forest/Grove,0.342,41.8,1.3,9.8
LC00607,19.855634,74.477832,Urban/Built-up,0.755,3.6,3.6,61.3
LC00608,19.91117,74.52645,Agricultural Land,0.148,1.2,1.4,7.6
LC00609,19.82619,74.458115,Agricultural Land,0.137,18.6,6.2,10.3
LC00610,19.931927,74.393047,Wetland,0.197,11.3,24.5,9.8
LC00611,19.907854,74.590794,Water Body,0.893,11.6,74.1,3.4
LC00612,19.88286,74.371392,Agricultural Land,0.436,7.2,0.9,15.0
LC00613,19.894485,74.516897,Forest/Grove,0.642,40.5,8.0,3.7
LC00614,19.82068,74.398333,Grassland,0.226,7.0,3.8,6.9
LC00615,19.868392,74.389317,Agricultural Land,0.263,14.8,3.2,7.2
LC00616,19.927197,74.536601,Urban/Built-up,0.619,11.2,4.2,81.9
LC00617,19.860021,74.517935,Grassland,0.353,11.6,7.3,0.8
LC00618,19.827436,74.538624,Grassland,0.808,7.4,2.9,10.0
LC00619,19.81743,74.509886,Water Body,0.477,19.8,89.8,7.0
LC00620,19.809567,74.594043,Agricultural Land,0.211,16.0,4.7,4.3
LC00621,19.931129,74.511493,Grassland,0.376,15.6,6.1,3.6
LC00622,19.911856,74.396687,Agricultural Land,0.123,3.0,7.0,0.3
LC00623,19.827127,74.360152,Grassland,0.558,11.5,3.8,8.9
LC00624,19.863785,74.476873,Agricultural Land,0.504,3.0,5.6,12.5
LC00625,19.942858,74.455836,Water Body,0.263,4.7,69.5,6.4
LC00626,19.922051,74.499657,Forest/Grove,0.291,94.5,6.9,13.4
LC00627,19.811522,74.35121,Forest/Grove,0.498,41.2,5.6,2.1
LC00628,19.873067,74.37177,Urban/Built-up,0.403,15.3,0.1,87.3
LC00629,19.869493,74.364262,Agricultural Land,0.79,0.3,7.0,4.8
LC00630,19.850751,74.394773,Agricultural Land,0.271,11.5,5.3,8.0
LC00631,19.806669,74.466675,Urban/Built-up,0.484,16.8,3.5,98.5
LC00632,19.846024,74.355598,Agricultural Land,0.765,18.8,7.6,0.5
LC00633,19.843746,74.512192,Water Body,0.167,11.0,88.9,4.1
LC00634,19.934257,74.499626,Water Body,0.701,13.3,76.6,11.4
LC00635,19.845613,74.545949,Agricultural Land,0.274,16.8,1.4,11.2
LC00636,19.809606,74.455619,Urban/Built-up,0.879,18.3,7.0,97.8
LC00637,19.946929,74.350479,Agricultural Land,0.713,4.4,6.0,0.9
LC00638,19.92198,74.475904,Agricultural Land,0.5,14.2,5.0,0.4
LC00639,19.831369,74.507714,Barren/Fallow,0.578,16.6,2.6,2.2
LC00640,19.94233,74.548396,Urban/Built-up,0.184,15.6,4.9,80.9
LC00641,19.945717,74.419226,Agricultural Land,0.232,19.5,0.3,2.5
LC00642,19.802868,74.577907,Agricultural Land,0.227,18.8,0.8,8.4
LC00643,19.820319,74.598728,Agricultural Land,0.316,12.5,7.8,14.0
LC00644,19.846059,74.597787,Wetland,0.417,5.5,39.3,14.8
LC00645,19.916207,74.588428,Agricultural Land,0.36,7.3,7.6,9.4
LC00646,19.80847,74.579571,Agricultural Land,0.739,1.8,0.7,9.7
LC00647,19.802981,74.580548,Wetland,0.561,5.3,49.1,12.2
LC00648,19.931142,74.524873,Grassland,0.127,0.3,4.0,8.4
LC00649,19.91376,74.534151,Agricultural Land,0.254,12.0,4.4,3.7
LC00650,19.82419,74.470279,Forest/Grove,0.594,76.9,0.7,12.8
LC00651,19.859766,74.369018,Agricultural Land,0.378,19.7,2.6,13.4
LC00652,19.802403,74.385209,Wetland,0.497,11.5,21.8,11.9
LC00653,19.802184,74.500018,Wetland,0.373,11.4,41.1,3.1
LC00654,19.856625,74.518892,Urban/Built-up,0.595,12.8,6.7,87.0
LC00655,19.893807,74.500103,Grassland,0.625,11.7,2.6,12.5
LC00656,19.831603,74.540642,Grassland,0.862,5.1,0.0,8.0
LC00657,19.823454,74.563399,Forest/Grove,0.435,61.0,7.7,3.1
LC00658,19.948556,74.383017,Grassland,0.39,19.8,5.6,7.6
LC00659,19.827304,74.447086,Agricultural Land,0.383,12.0,5.5,4.2
LC00660,19.836214,74.375222,Barren/Fallow,0.638,5.0,7.3,9.4
LC00661,19.942109,74.540362,Forest/Grove,0.76,61.7,7.1,6.7
LC00662,19.853106,74.482665,Agricultural Land,0.414,1.9,5.0,8.0
LC00663,19.940388,74.467687,Grassland,0.552,4.8,7.0,11.5
LC00664,19.892569,74.513939,Agricultural Land,0.697,16.9,3.3,0.1
LC00665,19.914093,74.378713,Agricultural Land,0.616,11.7,1.7,1.1
LC00666,19.809983,74.385916,Urban/Built-up,0.711,11.7,1.2,83.3
LC00667,19.80604,74.594467,Agricultural Land,0.713,0.3,7.6,9.5
LC00668,19.948121,74.436845,Agricultural Land,0.469,4.6,2.1,7.7
LC00669,19.944356,74.444785,Agricultural Land,0.716,2.0,1.8,13.5
LC00670,19.912358,74.594113,Grassland,0.176,13.7,6.8,2.3
LC00671,19.811501,74.456292,Agricultural Land,0.378,17.5,4.3,5.8
LC00672,19.942163,74.508582,Grassland,0.564,0.2,4.0,13.0
LC00673,19.880984,74.506913,Agricultural Land,0.659,6.7,4.1,3.1
LC00674,19.809155,74.58174,Water Body,0.754,16.7,91.4,9.9
LC00675,19.800045,74.453085,Urban/Built-up,0.499,18.6,7.0,60.8
LC00676,19.844324,74.3893,Agricultural Land,0.275,19.2,4.1,13.5
LC00677,19.88818,74.367411,Agricultural Land,0.46,10.5,4.6,12.6
LC00678,19.825773,74.574452,Agricultural Land,0.145,5.0,2.5,0.5
LC00679,19.874396,74.359472,Grassland,0.199,8.1,3.6,11.6
LC00680,19.869864,74.359074,Water Body,0.259,16.3,64.8,6.1
LC00681,19.906366,74.394666,Agricultural Land,0.677,2.2,0.4,14.8
LC00682,19.87093,74.409164,Water Body,0.673,12.4,72.0,9.1
LC00683,19.913911,74.561551,Agricultural Land,0.618,6.2,5.0,12.4
LC00684,19.909943,74.363978,Forest/Grove,0.84,86.3,1.1,3.3
LC00685,19.863662,74.403857,Agricultural Land,0.37,3.2,0.2,7.6
LC00686,19.947839,74.506314,Barren/Fallow,0.295,1.4,2.2,11.7
LC00687,19.867401,74.364086,Agricultural Land,0.345,4.0,1.4,3.6
LC00688,19.837725,74.427651,Urban/Built-up,0.526,19.5,5.7,51.5
LC00689,19.831058,74.403582,Grassland,0.471,10.3,6.0,10.9
LC00690,19.815319,74.410547,Grassland,0.355,8.3,3.3,6.0
LC00691,19.811679,74.507669,Agricultural Land,0.837,6.4,0.8,12.4
LC00692,19.834728,74.522954,Urban/Built-up,0.284,11.9,3.5,51.5
LC00693,19.801696,74.366828,Agricultural Land,0.147,15.4,5.6,10.3
LC00694,19.895354,74.573639,Grassland,0.627,19.2,3.2,5.5
LC00695,19.948318,74.471436,Forest/Grove,0.632,44.5,0.2,6.7
LC00696,19.836656,74.450264,Forest/Grove,0.47,42.0,0.4,13.5
LC00697,19.940671,74.446187,Agricultural Land,0.72,13.8,6.8,11.7
LC00698,19.903458,74.523423,Wetland,0.65,4.4,36.2,9.8
LC00699,19.927448,74.550574,Wetland,0.83,9.5,59.9,10.1
LC00700,19.871719,74.457738,Grassland,0.416,0.9,0.9,12.7
LC00701,19.855267,74.584837,Agricultural Land,0.587,11.3,7.4,13.2
LC00702,19.885291,74.569823,Wetland,0.722,14.3,32.3,13.7
LC00703,19.912793,74.541333,Agricultural Land,0.634,4.0,6.7,4.6
LC00704,19.897089,74.39762,Forest/Grove,0.228,84.4,0.5,0.2
LC00705,19.850393,74.451331,Forest/Grove,0.103,57.4,5.0,7.5
LC00706,19.893897,74.478425,Forest/Grove,0.453,73.3,6.2,3.5
LC00707,19.803546,74.574213,Wetland,0.757,2.0,32.4,14.7
LC00708,19.835714,74.567232,Urban/Built-up,0.337,14.7,1.8,82.9
LC00709,19.803031,74.38283,Agricultural Land,0.774,13.5,2.0,1.4
LC00710,19.899155,74.354562,Agricultural Land,0.456,11.8,0.1,5.3
LC00711,19.93514,74.376099,Urban/Built-up,0.604,7.9,1.3,96.1
LC00712,19.92397,74.523783,Wetland,0.475,0.9,57.0,0.2
LC00713,19.899404,74.391313,Forest/Grove,0.24,64.8,4.0,10.7
LC00714,19.852114,74.391878,Agricultural Land,0.344,16.5,5.5,12.9
LC00715,19.845488,74.503343,Agricultural Land,0.395,8.9,7.9,0.8
LC00716,19.826378,74.549801,Agricultural Land,0.499,19.7,0.2,13.6
LC00717,19.801607,74.567865,Agricultural Land,0.873,4.9,7.3,2.7
LC00718,19.946472,74.370375,Agricultural Land,0.608,17.3,2.6,12.1
LC00719,19.810496,74.563592,Agricultural Land,0.259,1.8,6.3,9.2
LC00720,19.837129,74.499252,Agricultural Land,0.894,13.9,2.3,4.6
LC00721,19.923608,74.411907,Forest/Grove,0.426,46.8,5.0,14.4
LC00722,19.940766,74.383714,Agricultural Land,0.481,1.2,4.5,5.1
LC00723,19.907446,74.433311,Wetland,0.568,5.5,34.4,12.1
LC00724,19.908706,74.473612,Grassland,0.118,18.8,2.6,4.2
LC00725,19.809963,74.350514,Agricultural Land,0.275,6.2,3.7,13.8
